first_name,last_name,price,above_100
William,Dixon,109.03727959999999,True
Kristen,Horn,262.5246522,True
Kimberly,Chang,187.00725830000002,True
Mary,Ball,283.1746476,True
Benjamin,Craig,143.87158169999998,True
Cathy,Werner,61.50899135,False
Brandon,Bell,48.6373091,False
Paul,Farley,12.38946479,False
Sarah,Mcdaniel,151.5954472,True
Caroline,Anderson,75.62152103,False
Carl,Jones,147.0294047,True
Scott,Lee,244.18565269999996,True
Kaylee,Coleman,17.86427032,False
Charles,Parker,215.537283,True
Susan,Hess,38.35997063,False
Kiara,Collier,204.1825486,True
Scott,Martinez,165.8514289,True
Christopher,Ortega,30.30144506,False
Michael,Russell,243.17249109999997,True
Dwayne,Johnson,287.49328560000004,True
Patty,Smith,180.2344257,True
Deanna,Sherman,99.79911842,False
Douglas,Francis,161.7688908,True
Vicki,Diaz,18.64987672,False
Robin,Phillips,244.9119836,True
Travis,Rice,141.4988254,True
Ashley,Rocha,50.00303731,False
Sarah,Jacobson,80.48182457,False
Kayla,Shannon,98.91531394,False
Sean,Wang,220.62821769999996,True
Richard,Estrada,49.16869151,False
Joseph,Torres,150.1237842,True
Kim,Jones,18.8434377,False
Melissa,Tanner,269.1840299,True
Jackson,Cline,64.31251721,False
Sonya,Foster,296.2155012,True
Allen,Williams,15.390831699999998,False
Thomas,Rivera,95.22843716,False
Jamie,Silva,296.8244075,True
Kathleen,Moore,92.50052419,False
Evelyn,Pineda,169.2289293,True
Kyle,Peters,106.79909520000001,True
Anthony,Cruz,49.10199817,False
Eric,Flores,122.9556986,True
Anna,Richardson,254.49526060000002,True
Gary,Harper,47.59652592,False
Linda,Johnson,115.3627815,True
Melissa,Smith,87.97994846,False
Kristen,Floyd,135.02304130000002,True
William,Diaz,192.1491355,True
Benjamin,Smith,134.9052939,True
David,Glenn,216.2910463,True
Dawn,Jones,271.6144999,True
Joel,Smith,14.4949198,False
Larry,Grimes,268.6758682,True
Joseph,Arnold,121.77504679999998,True
Kyle,Long,241.62163909999998,True
Brittany,Day,261.5460574,True
Bobby,Ward,63.5130358,False
Thomas,Lee,254.07557709999998,True
Jennifer,Hansen,101.48873520000001,True
Lisa,Murray,176.0919174,True
Meghan,Wade,273.2303409,True
Tammie,Brooks,84.88856949,False
Maria,Bell,264.07466519999997,True
Allison,Livingston,130.3484426,True
Chris,Hays,17.34276379,False
Courtney,Mitchell,78.93257699,False
Shawn,White,188.0219256,True
Taylor,Gomez,225.01982369999996,True
Jeremy,Rodriguez,200.7248208,True
April,Garcia,66.24555967,False
Zachary,Watts,15.49738786,False
Sarah,Montoya,206.82125469999997,True
Jennifer,Barker,89.18615989,False
Sharon,Garza,72.35772704,False
Tiffany,Stevens,196.379322,True
Ruben,Armstrong,93.69836738,False
Jeffrey,Spencer,271.162282,True
Nicole,Ramsey,247.8596071,True
Anne,Roy,277.9324821000001,True
Lori,Sanchez,285.6616405,True
Allison,Chavez,126.85021100000002,True
Marcus,Adams,36.47040894,False
Mary,Smith,16.31507197,False
Joseph,Reed,178.45767419999999,True
Jason,Armstrong,26.04525746,False
Jeff,Armstrong,88.47561284,False
Sean,Shields,247.83952549999998,True
Jessica,Allison,104.742308,True
Christian,Grant,99.11707917,False
Edward,Watson,180.35355890000002,True
Derrick,Cooke,142.090116,True
Arthur,Hall,235.9669749,True
Sean,Patrick,139.4507994,True
Heather,Collins,127.39257340000002,True
Megan,Gomez,107.86244509999999,True
William,Hale,114.6709254,True
Olivia,Thompson,8.608441014,False
Lori,Torres,18.85827433,False
Vickie,Hernandez,214.9321807,True
Kimberly,Brown,40.3199327,False
Sherry,Meza,182.8545499,True
Phillip,Hansen,44.11611704,False
Jeanette,Knight,28.68694329,False
Kayla,Hanson,27.63036397,False
James,Johnston,284.4290554,True
John,Porter,53.72799274,False
Elizabeth,Reyes,93.68075684,False
Kristen,Henry,77.00624357,False
Claudia,Anderson,160.3401593,True
Nicholas,Webb,18.71038619,False
Allison,Cooper,206.04210680000003,True
Zachary,Barnes,280.7741315,True
Gregory,Hill,265.9765808,True
Terry,Ayers,16.51163899,False
Jessica,Wilson,290.4095461,True
Daniel,Frazier,190.3291917,True
Brian,Welch,218.2505083,True
Carol,Chavez,123.18344270000001,True
Ethan,Mcdonald,214.35031740000002,True
Gerald,Martinez,57.54786356,False
Eric,King,59.87926423,False
Sylvia,Walters,110.94631319999999,True
Jonathan,Lane,64.46710142,False
Matthew,Turner,180.26287019999998,True
Jeffrey,Bauer,30.51584181,False
Jessica,Shaffer,54.90193651,False
Chris,Spencer,251.3752831,True
Mary,Clarke,236.0529879,True
Timothy,Mendoza,105.98348159999999,True
Alicia,Hoffman,182.343699,True
Joseph,Gardner,144.8091344,True
Rachael,Rangel,297.94964060000007,True
Jeffrey,Harrington,194.27163380000002,True
Sophia,Randolph,158.543126,True
Debbie,Freeman,275.8719167,True
Matthew,Braun,201.7749657,True
Sheri,Hudson,268.3748402,True
Mary,King,204.0785754,True
Beth,Davis,155.0680648,True
Margaret,Castillo,193.9063244,True
Tommy,Sandoval,172.283041,True
Christopher,Hines,46.55435299,False
Richard,Wright,208.35969690000002,True
Michael,Brown,278.52308860000005,True
Nathan,Yu,134.1895098,True
Cameron,Ford,248.89213819999998,True
Carla,Hayes,265.3745759,True
Marissa,Matthews,136.09257769999996,True
Samuel,Thompson,237.15924159999997,True
Gary,Figueroa,168.94476840000002,True
Michael,West,146.88868490000002,True
Martin,Walton,140.3400576,True
Zachary,Lee,8.667301582999999,False
Christopher,Stephenson,67.01185633,False
Eric,Ortiz,117.72424579999999,True
Kara,Pittman,56.23964364,False
Andrew,Cowan,295.9391812,True
Rhonda,Moss,259.03975049999997,True
Sarah,Williams,92.82627714,False
Carolyn,Collins,236.24728880000004,True
Larry,Mooney,135.2701794,True
Laura,Livingston,294.25806989999995,True
Candace,Mckenzie,84.58145758,False
Candace,Wallace,124.74645430000001,True
Jason,White,218.43180409999997,True
Patricia,Reynolds,89.01176826,False
Michael,Ellison,244.47171060000002,True
Melissa,Robles,238.45609669999996,True
Heidi,Fry,109.6264717,True
James,Smith,163.95738559999998,True
Charles,Ruiz,48.45811847,False
Stephanie,Green,9.144974191000001,False
Stacey,Garcia,106.61920390000002,True
Glenda,Burke,206.3635063,True
Zachary,Alvarez,104.052369,True
Rachel,Shaw,2.448211506,False
Carmen,Beard,269.623685,True
Tony,Daniels,186.90357749999998,True
Randy,Mora,70.74105982,False
George,Aguirre,128.9497508,True
James,Miller,297.0405639,True
Jacqueline,Williams,17.30622156,False
April,Taylor,121.2898903,True
Robert,Johnson,131.62377790000002,True
Gary,White,280.9706506,True
Kim,Lowe,192.7758756,True
Samantha,Jones,136.3415564,True
Randy,Lozano,16.30104965,False
Arthur,Chavez,6.903795238,False
Melissa,Miller,162.6066945,True
Leslie,Mccormick,282.5021066,True
Carlos,Rubio,63.21802404,False
David,York,86.53219266,False
Gabriella,Anthony,7.638645405,False
Olivia,Poole,117.85417199999999,True
Wayne,Wilson,74.67047228,False
Elizabeth,Moore,267.3988136,True
Janice,Campbell,33.4533981,False
Julie,Johnson,63.64156782,False
Misty,Cantrell,189.0392091,True
Robert,Soto,109.0138357,True
Brenda,Cowan,60.84957659,False
Kelly,Guerrero,259.5112157,True
David,Nichols,19.48524858,False
Kayla,Taylor,186.2356283,True
Antonio,Garcia,125.47721259999999,True
Tyler,Cisneros,186.58982949999998,True
Jillian,Crawford,158.8172773,True
Karl,Pierce,132.7746811,True
Joann,Taylor,276.9621962,True
Jennifer,Jenkins,59.12858208,False
Nancy,Brown,78.87073418,False
Emma,Munoz,120.8428757,True
Shawn,Galloway,141.0298622,True
Melissa,Mcguire,213.08212039999998,True
Bryan,Chavez,125.396156,True
Fernando,Salazar,256.1537305,True
Megan,Moore,251.34779849999998,True
Robert,Williams,175.209725,True
Dennis,Sanford,29.45043264,False
Kimberly,Herrera,154.8076505,True
Gloria,Potts,289.1049353,True
Suzanne,Barnett,8.470995351000001,False
Leah,Myers,44.5579739,False
Kylie,Thomas,13.45341602,False
Amanda,Murphy,50.55321552,False
Christopher,Matthews,282.3634971,True
Nicole,Parks,52.28399767,False
Bobby,Martin,205.4899695,True
Kevin,Chambers,121.17110159999999,True
Kimberly,Lawson,250.2880742,True
Rachel,Lopez,101.8881123,True
Christopher,Clay,219.3845088,True
Daniel,Martin,0.30019336,False
William,Taylor,66.55747014,False
Steven,Johnson,111.293282,True
Daniel,Miller,80.57756789,False
Taylor,Bryant,187.6315408,True
Lauren,Jones,194.7926312,True
Lindsey,Robertson,22.73764686,False
Allison,Thomas,168.33349750000002,True
Vernon,Bishop,216.1870446,True
Susan,Parsons,132.918526,True
Brady,Snyder,210.39608629999998,True
Brent,Mcgrath,174.69835669999998,True
Peter,Smith,278.60801810000004,True
Deborah,Fox,248.12282340000002,True
Heather,Collins,147.4274074,True
Phillip,Meyers,102.7977472,True
Nicholas,Hubbard,275.40083639999995,True
Misty,Ramirez,62.31681444,False
Scott,Johnson,85.87388958,False
Jay,Nixon,253.46747870000002,True
Tony,Hall,61.19716522,False
